_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.baked,MonoBehaviour.bakedShadows,MonoBehaviour.blendMode,MonoBehaviour.color,MonoBehaviour.colorBleedMode,MonoBehaviour.cutout,MonoBehaviour.disableFitCompensation,MonoBehaviour.ignoreCasterColor,MonoBehaviour.ignoreExternalActive,MonoBehaviour.inset,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.modifiedFromInspector,MonoBehaviour.offset,MonoBehaviour.offsetAngle,MonoBehaviour.offsetDistance,MonoBehaviour.shadowAsSibling,MonoBehaviour.size,MonoBehaviour.spread,MonoBehaviour.useCasterAlpha,MonoBehaviour.useGlobalAngle
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1405965893364090},1405965893364090,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1104768355525779},1104768355525779,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1841446651593006},1841446651593006,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1540738473034460},1540738473034460,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1013718097480656},1013718097480656,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1995825918106395},1995825918106395,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1104351039290105},1104351039290105,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1422058823588531},1422058823588531,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1422395424089251},1422395424089251,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1655177526254372},1655177526254372,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1336822308183415},1336822308183415,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1652675219459660},1652675219459660,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1601728705880538},1601728705880538,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1255545962943370},1255545962943370,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1467696279485960},1467696279485960,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1427585822985384},1427585822985384,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1465373339178548},1465373339178548,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1914005094549565},1914005094549565,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1313172324239890},1313172324239890,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1917332684585962},1917332684585962,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1141612057198348},1141612057198348,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1486233344607959},1486233344607959,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1623455276357832},1623455276357832,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1664806012464905},1664806012464905,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1005222136302188},1005222136302188,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1100321368379033},1100321368379033,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1415110597429402},1415110597429402,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1285448533751355},1285448533751355,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: -2}",90,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1466002176323741},1466002176323741,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: 2}",270,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.5686275}",2,0,0,0,0,1,{fileID: 0},0,0,1,{fileID: 1454384654019744},1454384654019744,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0.27349573, y: -1.4951923}",79.63423,1.52,0,2,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1152668911325100},1152668911325100,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,5,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1985456465594775},1985456465594775,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1845982913333301},1845982913333301,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,1,{fileID: 1329657052438529},1329657052438529,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1788143599907620},1788143599907620,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1677393821871344},1677393821871344,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1324165345797630},1324165345797630,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1837010043499810},1837010043499810,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1778745941280476},1778745941280476,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 7.1525585E-07, y: -12}",90,12,0,32,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1177127898908572},1177127898908572,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 7.1525585E-07, y: -12}",90,12,0,32,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1298019493134882},1298019493134882,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.6568537, y: -5.6568546}",45,8,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1784139432381626},1784139432381626,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: -6.740018, y: -9.928351}",124.17124,12,0,32,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1718652931555082},1718652931555082,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 7.1525585E-07, y: -12}",90,12,0,32,0,1,0
