typeID,prefabName,displayNameKey,category,nameEN,nameZH,descEN,descZH,maxStackCount,stackable,value,quality,displayQuality,weight,order,soundKey,iconGUID,tags,tagKeys,tagsEN,tagsZH,variablesCount,constantsCount,agentsCount,effectsCount,inventory,usageUtilities,slots,itemGraphic,prefab
1048,Quest_DeliverBox_DestoryOnBase_882,Item_Quest_DeliverBox_DestoryOnBase,Quest,Package,快递,Deliver it to the recipient ASAP. Don't bring it back to Base!,赶紧送到收货人那！可别带回基地了！,1,False,1,3,0,5.5,3,,51f66e62796653147b2d2271e3429db2,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DeliverBox_DestoryOnBase_882.prefab
1049,Quest_DeliverBox_DestoryOnBase_883,Item_Quest_DeliverBox_DestoryOnBase,Quest,Package,快递,Deliver it to the recipient ASAP. Don't bring it back to Base!,赶紧送到收货人那！可别带回基地了！,1,False,1,3,0,3.3,3,,51f66e62796653147b2d2271e3429db2,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DeliverBox_DestoryOnBase_883.prefab
1050,Quest_DeliverBox_DestoryOnBase_884,Item_Quest_DeliverBox_DestoryOnBase,Quest,Package,快递,Deliver it to the recipient ASAP. Don't bring it back to Base!,赶紧送到收货人那！可别带回基地了！,1,False,1,3,0,10.0,3,,51f66e62796653147b2d2271e3429db2,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DeliverBox_DestoryOnBase_884.prefab
1051,Quest_DeliverBox_DestoryOnBase_885,Item_Quest_DeliverBox_DestoryOnBase,Quest,Package,快递,Deliver it to the recipient ASAP. Don't bring it back to Base!,赶紧送到收货人那！可别带回基地了！,1,False,1,3,0,2.5,3,,51f66e62796653147b2d2271e3429db2,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DeliverBox_DestoryOnBase_885.prefab
1052,Quest_DeliverBox_DestoryOnBase_886,Item_Quest_DeliverBox_DestoryOnBase,Quest,Package,快递,Deliver it to the recipient ASAP. Don't bring it back to Base!,赶紧送到收货人那！可别带回基地了！,1,False,1,3,0,8.0,3,,51f66e62796653147b2d2271e3429db2,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DeliverBox_DestoryOnBase_886.prefab
1053,Quest_DeliverBox_DestoryOnBase_885_2,Item_Quest_DeliverBox_DestoryOnBase,Quest,Package,快递,Deliver it to the recipient ASAP. Don't bring it back to Base!,赶紧送到收货人那！可别带回基地了！,1,False,1,3,0,2.0,3,,51f66e62796653147b2d2271e3429db2,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DeliverBox_DestoryOnBase_885_2.prefab
1054,Quest_DeliverBox_DestoryOnBase_887,Item_Quest_DeliverBox_DestoryOnBase,Quest,Package,快递,Deliver it to the recipient ASAP. Don't bring it back to Base!,赶紧送到收货人那！可别带回基地了！,1,False,1,3,0,8.0,3,,51f66e62796653147b2d2271e3429db2,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DeliverBox_DestoryOnBase_887.prefab
1055,AR_AK47_Quest,Item_AR_AK47_Quest,AR,Custom AK-47,特制AK47,Custom AK-47. Cannot be brought back to Base.,特制的AK47，无法带回基地。,1,False,1,999,0,4.3,0,,02ebca4f10d8dfb4596e8d32721ee025,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'cd1835100b0fcbe4b8d7b3541dcf7532'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_AR'; 'Tag_Repairable'; 'Tag_DestroyInBase'],['Weapon'; 'Firearm'; 'Rifle'; 'Repairable'; 'Cannot be taken out'],['武器'; '枪械'; '步枪'; '可维修'; '无法带出'],0,0,1,0,True,True,True,True,Assets/GameObject/AR_AK47_Quest.prefab
1056,AR_AUGA3_Quest,Item_AR_AUGA3_Quest,AR,Custom StG 77A3,特制StG 77A3,Custom StG 77A3. Cannot be brought back to Base.,特制的StG 77A3，无法带回基地。,1,False,1,999,0,3.7,0,,343d26f6e52a4604ba7a8e572bd500e6,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'cd1835100b0fcbe4b8d7b3541dcf7532'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_AR'; 'Tag_Western'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Rifle'; 'Western'; 'Repairable'],['武器'; '枪械'; '步枪'; 'Western'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/AR_AUGA3_Quest.prefab
1057,BR_M14_Quest,Item_BR_M14_Quest,BR,Custom M14,特制M14,Custom M14. Cannot be brought back to Base.,特制的M14，无法带回基地。,1,False,1,999,0,4.75,0,,8de35dd622e595f4bb87405b7dea7231,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '0b25d707435ccf0459ff33e3472d17e6'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_BR'; 'Tag_Western'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Weapon'; 'Firearm'; 'Battle Rifle'; 'Western'; 'Repairable'; 'LockInDemo'],['武器'; '枪械'; '战斗步枪'; 'Western'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/BR_M14_Quest.prefab
1058,PST_Glick_Quest,Item_PST_Glick_Quest,PST,Custom Glick,特制格力克,Custom Glick. Cannot be brought back to Base.,特制的格力克，无法带回基地。,1,False,1,999,0,0.65,0,,3360697ee4194334382099ca7b4930d9,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '0f035522110c9b6499c39cab14913716'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_PST'; 'Tag_Western'; 'Tag_Repairable'; 'Tag_DestroyInBase'],['Weapon'; 'Firearm'; 'Pistol'; 'Western'; 'Repairable'; 'Cannot be taken out'],['武器'; '枪械'; '手枪'; 'Western'; '可维修'; '无法带出'],0,0,1,0,True,True,True,True,Assets/GameObject/PST_Glick_Quest.prefab
1059,SHT_MP155_Quest,Item_SHT_MP155_Quest,SHT,Custom MP-155,特制MP-155,Custom MP-155. Cannot be brought back to Base.,特制的MP-155，无法带回基地。,1,False,1,999,0,3.8,0,,0b79df61d65afaf4b926fe25e7a3b16a,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '8a80328418cf573469dda0f4b5794fca'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_SHT'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Shotgun'; 'Repairable'],['武器'; '枪械'; '霰弹枪'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/SHT_MP155_Quest.prefab
1060,SMG_SR3M_Quest,Item_SMG_SR3M_Quest,SMG,Custom SR-3M,特制SR-3M,Custom SR-3M. Cannot be brought back to Base.,特制的SR-3M，无法带回基地。,1,False,1,999,0,2.7,0,,69404d8654a0eb44c9180ac031b0ae4c,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'e1d6d53fac16ba9428fc1d3082c591c0'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_SMG'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Weapon'; 'Firearm'; 'SMG'; 'Repairable'; 'LockInDemo'],['武器'; '枪械'; '冲锋枪'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/SMG_SR3M_Quest.prefab
1061,Sniper_Mosin_Quest,Item_Sniper_Mosin_Quest,Sniper,Custom Mosin-Nagant,特制Mosin-Nagant,Custom Mosin-Nagant. Cannot be brought back to Base.,特制的莫辛纳甘，无法带回基地。,1,False,1,999,0,3.92,0,,a423386856540a444b26eea66d2142ad,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'b5b320bbafb10ec4993acc9ac2fb8cfe'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_SNP'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Sniper Rifle'; 'Repairable'],['武器'; '枪械'; '狙击枪'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Sniper_Mosin_Quest.prefab
1062,Quest_Letter_StudentList,Item_Quest_Letter_StudentList,Quest,Graduate Student List,毕业生名单,A list of graduates from the Farm Town school.,这所学校的毕业生名单。,1,False,1,2,0,0.1,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Letter_StudentList.prefab
1063,Key_Farm_HeadMasterRoom,Item_Key_Farm_HeadMasterRoom,Key,Headmaster's Office Key,校长室钥匙,A key to the headmaster's office at the Farm Town school.,农场镇学校校长室的钥匙。,1,False,136,4,0,0.2,4,,09dc4b79be3849f44b9d763e55ce6aaa,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Farm_HeadMasterRoom.prefab
1064,Quest_NBDetergent,Item_Quest_NBDetergent,Quest,Special Toilet Cleaner,特种洁厕灵,Formulated with a special recipe; remarkably effective at scrubbing toilets clean.,使用了特殊配方，洗厕所特别干净。,1,False,1,1,0,0.53,1,,21a9f6854090a5a4084fd14215ae9bbc,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_NBDetergent.prefab
1065,Quest_Farm_SpecialDrugs_1,Item_Quest_Farm_SpecialDrugs,Quest,Specific Leg Pain Medicine​,腿疼特效药,Supposedly for leg pain; but judging by the ingredients; it's basically just calcium tablets.,可以治疗腿疼的特效药，看成分好像就是钙片。,1,False,50,1,0,0.21,1,,f184c145b4d2b214ba312637de12fc87,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Farm_SpecialDrugs_1.prefab
1066,Quest_Farm_SpecialDrugs_2,Item_Quest_Farm_SpecialDrugs_2,Quest,Specific Hand Pain Medicine​,手疼特效药,Targeted relief for fingertip pain; according to the label.,可以治疗手指尖疼的靶向药，但除了这个，标签上什么都没写。,1,False,50,1,0,0.21,1,,f184c145b4d2b214ba312637de12fc87,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Farm_SpecialDrugs_2.prefab
1067,Quest_Farm_SpecialDrugs_3,Item_Quest_Farm_SpecialDrugsQuest_Farm_3,Quest,Specific Headache Medicine​,头疼特效药,Supposedly great for headaches; or so the label claims.,对头疼特别有效的药，反正标签上是这么写的。,1,False,50,1,0,0.21,1,,f184c145b4d2b214ba312637de12fc87,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Farm_SpecialDrugs_3.prefab
1068,Quest_Farm_SpecialDrugs_4,Item_Quest_Farm_SpecialDrugs_4,Quest,Specific Painkiller,特效止疼药,A specific painkiller. Doesn't just kill the pain; it kills all sensation.,止疼的特效药，吃下去不只是疼，可以说所有感觉都会失去。,1,False,50,1,0,0.21,1,,f184c145b4d2b214ba312637de12fc87,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Farm_SpecialDrugs_4.prefab
1069,Quest_Farm_SpecialDrugs_5,Item_Quest_Farm_SpecialDrugs_5,Quest,Strong\ Protein\ Powder,强效蛋白粉,Double\ strength\ protein\ powder;\ that's\ what\ it\ says\ on\ the\ label\.,双倍吸收力的蛋白粉，说明书上这么写的。,1,False,50,1,0,0.21,1,,ac8d353786e964b47a3ac818bfdd813a,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Farm_SpecialDrugs_5.prefab
1070,Injection_FireResist,Item_Injection_FireResist,Injection,Fire RES Injector,火抗性针,Reduces Fire DMG taken for a period of time.,一段时间内受到的火属性伤害降低。,3,True,648,3,0,0.19,3,,ef8446d362dfbcd4cbdc4a293564bc9d,['caf66c6da7c2b764db107bc391cdcfe1'; '180b6bde56f739545a8bd22200861535'],['Tag_Injector'; 'Tag_Medic'],['Syringe'; 'Medical Supply'],['注射器'; '医疗用品'],0,0,0,0,True,True,True,True,Assets/GameObject/Injection_FireResist.prefab
1071,Injection_PoisonResist,Item_Injection_PoisonResist,Injection,Poison RES Injector,毒抗性针,Reduces Poison DMG taken for a period of time.,一段时间内受到的毒属性伤害降低。,3,True,648,3,0,0.19,3,,7318f19ff1a523d48a7d32dbc009a4dd,['caf66c6da7c2b764db107bc391cdcfe1'; '180b6bde56f739545a8bd22200861535'],['Tag_Injector'; 'Tag_Medic'],['Syringe'; 'Medical Supply'],['注射器'; '医疗用品'],0,0,0,0,True,True,True,True,Assets/GameObject/Injection_PoisonResist.prefab
1072,Injection_SpaceResist,Item_Injection_SpaceResist,Injection,Space RES Injector,空间抗性针,Reduces Space DMG taken for a period of time; but doesn't shield you from Space Storm.,一段时间内受到的空间属性伤害降低，但无法抵御空间风暴。,3,True,648,3,0,0.19,3,,4cdfc12d5b5e9154a890c185d3978b77,['caf66c6da7c2b764db107bc391cdcfe1'; '180b6bde56f739545a8bd22200861535'],['Tag_Injector'; 'Tag_Medic'],['Syringe'; 'Medical Supply'],['注射器'; '医疗用品'],0,0,0,0,True,True,True,True,Assets/GameObject/Injection_SpaceResist.prefab
1073,Quest_HeavyWheel,Item_HeavyWheel,HeavyWheel,Heavy Tire,沉重的轮胎,Too heavy to be taken back to Base.,非常重，无法带回基地。,1,False,1,1,0,28.6,1,,08916af4b53979340b0dde4709db51bb,['504feb37d5cce994f83c8cbef1b8dc40'; '1f253c11ff9b67b45b18e3a5e5f5e3e4'],['Tag_Quest'; 'Tag_DestroyInBase'],['Quest Item'; 'Cannot be taken out'],['任务物品'; '无法带出'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_HeavyWheel.prefab
1074,Bat,Item_bat,bat,Baseball Bat,棒球棍,A common wooden baseball bat.,很常见的木制棒球棍。,1,False,689,3,0,0.5,103,,37b0d1df25e101d47bdc4878ed90e561,['cdaec450420d4c443b15a384fc287a02'; 'f6017bb1526524f419dac91362406baa'; '3eda4209113db454fa6569a24e4c2e91'; '8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Weapon'; 'Tag_MeleeWeapon'; 'Tag_DontDropOnDeadInSlot'; 'Tag_Special'],['Weapon'; 'Melee Weapon'; 'Bound Equipment'; 'Special'],['武器'; '近战武器'; '绑定装备'; '特殊'],0,0,1,0,True,True,True,True,Assets/GameObject/Bat.prefab
1075,NailBat,Item_NailBat,NailBat,Spiked Baseball Bat,带钉棒球棍,A modified baseball bat that looks painfully brutal.,改造了的棒球棍，看着打人就很疼。,1,False,3669,5,0,0.5,105,,1d6fd464fc8cdd24587ff13cb6847296,['cdaec450420d4c443b15a384fc287a02'; 'f6017bb1526524f419dac91362406baa'; '3eda4209113db454fa6569a24e4c2e91'; '8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Weapon'; 'Tag_MeleeWeapon'; 'Tag_DontDropOnDeadInSlot'; 'Tag_Special'],['Weapon'; 'Melee Weapon'; 'Bound Equipment'; 'Special'],['武器'; '近战武器'; '绑定装备'; '特殊'],0,0,1,0,True,True,True,True,Assets/GameObject/NailBat.prefab
1076,BP_Bullet_Poop_Normal,Item_BP_Bullet_Poop_Normal,BP,Blueprint: Poop Bullet,蓝图：屎弹,A blueprint used to craft Poop Bullets.,用于制造屎弹的蓝图。,1,False,50,9,0,0.1,0,,409450663c45e9c4a84ed61f2f91d59e,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/BP_Bullet_Poop_Normal.prefab
1077,Armor_FireLandProtect,Item_Armor_FireLandProtect,Armor,Asbestos Coveralls,石棉工作服,Fireproof work suit made of asbestos. Wearing the full set grants immunity to ground fire damage.,用石棉制成的防火工作服，穿着一整套可以不受到地面上火焰的伤害。,1,False,1575,3,0,4.5,32,,e06b62476491b924f9bd1215134068ff,['140e0ffe98d9f294f844300eed527777'; 'df4582ee1d2966f4e9231575c408b410'; '8707d2716ed9bf14f8a357bbeac1df68'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Armor'; 'Tag_Equipment'; 'Tag_Special'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Body'; 'Equipment'; 'Special'; 'Repairable'; 'LockInDemo'],['身体'; '装备'; '特殊'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/Armor_FireLandProtect.prefab
1078,Helmat_FireLandProtect,Item_Helmat_FireLandProtect,Helmat,Asbestos Work Helmet,石棉工作头盔,Fireproof helmet made of asbestos. Wearing the full set grants immunity to ground fire damage.,用石棉制成的防火工作头盔，穿着一整套可以不受到地面上火焰的伤害。,1,False,861,3,0,1.6,32,,4622e8db140022e459c0ec8e734556c1,['4a71e978c50c39b4c88512fce8d91926'; 'df4582ee1d2966f4e9231575c408b410'; '8707d2716ed9bf14f8a357bbeac1df68'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Helmat'; 'Tag_Equipment'; 'Tag_Special'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Head'; 'Equipment'; 'Special'; 'Repairable'; 'LockInDemo'],['头部'; '装备'; '特殊'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/Helmat_FireLandProtect.prefab
1079,Armor_ElecLandProtect,Item_Armor_ElecLandProtect,Armor,Rubber Coveralls,橡胶工作服,Electric-proof work suit made of rubber. Wearing it grants immunity to ground electrical damage.,用橡胶制成的防电工作服，穿上后可以不受到地面上电流的伤害。,1,False,1265,3,0,4.5,31,,625a2ed87fd3ac946ae0e9a1ee235b0b,['140e0ffe98d9f294f844300eed527777'; 'df4582ee1d2966f4e9231575c408b410'; '8707d2716ed9bf14f8a357bbeac1df68'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Armor'; 'Tag_Equipment'; 'Tag_Special'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Body'; 'Equipment'; 'Special'; 'Repairable'; 'LockInDemo'],['身体'; '装备'; '特殊'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/Armor_ElecLandProtect.prefab
1080,Backpack_SBossElec_ResSpace,Item_Backpack_SBossElec_ResSpace,Backpack,Billy Backpack,比利背包,Backpack\ worn\ by\ test\ subject\ Billy\ Billy;\ enhancing\ defense\ to\ Electric\ and\ Space\ DMG\.,实验体比利比利穿着的背包，能提高对电和空间属性的防御能力。,1,False,2235,7,0,2.95,72,,a5ec8df1f14ac994994277f9548ed52b,['094c8959482c9e444a55decded0a71f8'; 'df4582ee1d2966f4e9231575c408b410'; '8707d2716ed9bf14f8a357bbeac1df68'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Backpack'; 'Tag_Equipment'; 'Tag_Special'; 'Tag_Repairable'],['Backpack'; 'Equipment'; 'Special'; 'Repairable'],['背包'; '装备'; '特殊'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Backpack_SBossElec_ResSpace_0.prefab
1081,Backpack_SBossFire_ResElec,Item_Backpack_SBossFire_ResElec,Backpack,Pala Backpack,啪啦背包,Backpack\ worn\ by\ test\ subject\ Pala\ Pala;\ enhancing\ defense\ to\ Fire\ and\ Electric\ DMG\.,实验体啪啦啪啦穿着的背包，能提高对火和电属性的防御能力。,1,False,2235,7,0,2.95,73,,5472ef5046b8ab54b9c28240c9234762,['094c8959482c9e444a55decded0a71f8'; 'df4582ee1d2966f4e9231575c408b410'; '8707d2716ed9bf14f8a357bbeac1df68'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Backpack'; 'Tag_Equipment'; 'Tag_Special'; 'Tag_Repairable'],['Backpack'; 'Equipment'; 'Special'; 'Repairable'],['背包'; '装备'; '特殊'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Backpack_SBossFire_ResElec_0.prefab
1082,Backpack_SBossPoison_LowDurResFire,Item_Backpack_SBossPoison_LowDurResFire,Backpack,Gulu Backpack,咕噜背包,Backpack\ worn\ by\ test\ subject\ Gulu\ Gulu;\ enhancing\ defense\ to\ Fire\ and\ Poison\ DMG\.,实验体咕噜咕噜穿着的背包，能提高对火和毒属性的防御能力。,1,False,2235,7,0,2.95,74,,161306ccd82f2c0419cebc602898fb75,['094c8959482c9e444a55decded0a71f8'; 'df4582ee1d2966f4e9231575c408b410'; '8707d2716ed9bf14f8a357bbeac1df68'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Backpack'; 'Tag_Equipment'; 'Tag_Special'; 'Tag_Repairable'],['Backpack'; 'Equipment'; 'Special'; 'Repairable'],['背包'; '装备'; '特殊'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Backpack_SBossPoison_LowDurResFire_0.prefab
1083,Helmat_Egg,Item_Helmat_Egg,Helmat,Broken Eggshell,碎蛋壳,A large broken eggshell with traces of egg white inside. Big enough to wear as a helmet.,破碎的蛋壳，里面还残留了一些蛋清。相当大，可以戴在头上。,1,False,15,2,0,0.05,123,,609a03a7e514686418b2399db90a8ead,['4a71e978c50c39b4c88512fce8d91926'; 'df4582ee1d2966f4e9231575c408b410'; 'b3277cd12663d534b8398c9db60edc10'],['Tag_Helmat'; 'Tag_Equipment'; 'Tag_DecorateEquipment'],['Head'; 'Equipment'; 'Decorative Gear'],['头部'; '装备'; '装饰性装备'],0,0,1,1,True,True,True,True,Assets/GameObject/Helmat_Egg_0.prefab
1084,Key_Apartment102,Item_Key_Apartment102,Key,Staff Apartment 102 Key,员工公寓102钥匙,A\ staff\ apartment\ key\ for\ Room\ 102\.,员工公寓的钥匙，应该可以打开102的门。,1,False,655,2,0,0.2,2,,74d53795d3c8b4e4fbf651b8fee1af6d,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Apartment102.prefab
1085,Key_Apartment105,Item_Key_Apartment105,Key,Staff Apartment 105 Key,员工公寓105钥匙,A\ staff\ apartment\ key\ for\ Room\ 105\.,员工公寓的钥匙，应该可以打开105的门。,1,False,655,3,0,0.2,3,,74d53795d3c8b4e4fbf651b8fee1af6d,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Apartment105.prefab
1086,Key_Apartment101,Item_Key_Apartment101,Key,Staff Apartment 101 Key,员工公寓101钥匙,A\ staff\ apartment\ key\ for\ Room\ 101\.,员工公寓的钥匙，应该可以打开101的门。,1,False,655,3,0,0.2,3,,74d53795d3c8b4e4fbf651b8fee1af6d,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Apartment101.prefab
1087,Key_Dormitory101,Item_Key_Dormitory101,Key,Dorm\ Room\ 101\ Key,宿舍楼101钥匙,A\ dormitory\ key\ for\ Room\ 101\.,一把宿舍楼的钥匙。也许可以打开101的门。,1,False,350,3,0,0.2,3,,e73a719acf10fd741b1a684c7bc8abca,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Dormitory101.prefab
1088,FutureConsoleController,Item_FutureConsoleController,FutureConsoleController,Future Controller,未来控制器,A controller for the Future Console. Plug it in to start playing.,未来主机的手柄，把它安上才能开始玩游戏。,1,False,5166,6,0,0.15,0,,98e72fa9d6e2ec545b132c4d7c0ffe2b,['2c939e486ac711b4d971c50eb821b19e'; 'cfe8b8d1b11132b45973f4c98be044db'; '8707d2716ed9bf14f8a357bbeac1df68'],['Tag_MiniGame'; 'Tag_FcController'; 'Tag_Special'],['MiniGame'; 'Controller'; 'Special'],['MiniGame'; '控制器'; '特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/FutureConsoleController.prefab
